Date             P       T       L
2011-06-29     29        21        59
2011-06-28     68        30        15
2011-06-27     68        50        93
2011-06-26     37        29        33
2011-06-25     34        28        59
2011-06-24     67        43        30
2011-06-23     28        25        74
2011-06-22     68        26        25
2011-06-21     47        25        71
2011-06-20     30        30        60
2011-06-19     32        30        64
2011-06-18     56        50        31
2011-06-17     42        19        25
2011-06-16     67        16        51
2011-06-15     36        41        84
2011-06-14     66        26        17
2011-06-13     27        33        21
2011-06-12     67        17        97
2011-06-11     35        22        11
2011-06-10     47        38        12
2011-06-09     64        28        90
2011-06-08     58        44        95
2011-06-07     30        45        62
2011-06-06     61        16        22
2011-06-05     49        24        100
2011-06-04     64        26        67
2011-06-03     31        19        69
2011-06-02     62        23        80
2011-06-01     49        33        23
2011-05-31     26        50        59
2011-05-30     59        27        71
2011-05-29     42        34        96
2011-05-28     29        22        96
2011-05-27     67        35        77
2011-05-26     44        16        88
2011-05-25     70        46        14
2011-05-24     49        50        11
2011-05-23     59        47        59
2011-05-22     40        16        39
2011-05-21     40        31        47
2011-05-20     30        24        26
2011-05-19     50        45        100
2011-05-18     38        36        61
2011-05-17     53        44        74
2011-05-16     34        16        37
2011-05-15     36        24        71
2011-05-14     29        34        21
2011-05-13     70        43        83
2011-05-12     69        35        24
2011-05-11     58        18        47
2011-05-10     44        17        16
2011-05-09     31        43        78
2011-05-08     52        28        39
2011-05-07     26        18        52
2011-05-06     25        20        22
2011-05-05     31        27        86
2011-05-04     26        23        54
2011-05-03     34        15        12
2011-05-02     52        23        96
2011-05-01     65        30        98
2011-04-30     45        41        36
2011-04-29     70        17        68
2011-04-28     70        46        71
2011-04-27     52        19        60
2011-04-26     33        37        41
2011-04-25     62        34        19
2011-04-24     53        28        49
2011-04-23     57        17        40
2011-04-22     61        36        73
2011-04-21     25        34        52
2011-04-20     44        45        75
2011-04-19     50        27        27
2011-04-18     53        24        56
2011-04-17     61        41        95
2011-04-16     35        50        44
2011-04-15     34        38        28
2011-04-14     44        33        29
2011-04-13     50        20        26
2011-04-12     56        30        79
2011-04-11     63        17        61
2011-04-10     56        38        60
2011-04-09     33        41        15
2011-04-08     37        18        86
2011-04-07     44        43        64
2011-04-06     32        43        11
2011-04-05     37        32        72
2011-04-04     60        40        58
2011-04-03     31        25        17
2011-04-02     27        18        19
2011-04-01     43        36        42
2011-03-31     69        38        17
2011-03-30     64        40        92
2011-03-29     45        42        18
2011-03-28     69        50        22
2011-03-27     62        22        69
2011-03-26     36        47        100
2011-03-25     56        35        10
2011-03-24     60        49        79
2011-03-23     35        26        11
2011-03-22     50        35        77
2011-03-21     31        25        13
2011-03-20     35        45        62
2011-03-19     61        45        88
2011-03-18     26        35        38
2011-03-17     36        22        75
2011-03-16     36        28        100
2011-03-15     52        48        47
2011-03-14     50        24        20
2011-03-13     68        22        21
2011-03-12     70        21        28
2011-03-11     44        28        13
2011-03-10     35        41        98
2011-03-09     49        16        26
2011-03-08     65        20        32
2011-03-07     69        31        12
2011-03-06     44        46        60
2011-03-05     66        26        69
2011-03-04     66        40        76
2011-03-03     54        48        70
2011-03-02     26        15        54
2011-03-01     39        22        46
2011-02-28     44        34        19
2011-02-27     41        16        69
2011-02-26     32        42        87
2011-02-25     51        31        57
2011-02-24     37        29        96
2011-02-23     53        36        96
2011-02-22     47        50        46
2011-02-21     41        43        100
2011-02-20     63        19        46
2011-02-19     46        36        99
2011-02-18     63        18        99
2011-02-17     35        46        64
2011-02-16     29        37        10
2011-02-15     27        24        14
2011-02-14     43        16        86
2011-02-13     35        23        69
2011-02-12     28        24        92
2011-02-11     65        33        36
2011-02-10     63        37        70
2011-02-09     65        26        34
2011-02-08     31        33        80
2011-02-07     44        16        20
2011-02-06     33        25        69
2011-02-05     25        34        87
2011-02-04     37        20        68
2011-02-03     37        50        90
2011-02-02     61        37        50
2011-02-01     30        23        44
2011-01-31     25        24        77
2011-01-30     44        27        22
2011-01-29     31        29        88
2011-01-28     50        50        21
2011-01-27     43        47        24
2011-01-26     57        43        90
2011-01-25     70        39        79
2011-01-24     68        37        97
2011-01-23     25        29        65
2011-01-22     56        48        16
2011-01-21     32        29        16
2011-01-20     54        39        53
2011-01-19     45        40        19
2011-01-18     52        43        46
2011-01-17     39        28        69
2011-01-16     60        15        91
2011-01-15     34        21        46
2011-01-14     62        19        76
2011-01-13     33        35        82
2011-01-12     51        24        99
2011-01-11     31        17        94
2011-01-10     58        42        69
2011-01-09     57        32        92
2011-01-08     47        28        98
2011-01-07     62        19        22
2011-01-06     40        30        71
2011-01-05     57        37        39
2011-01-04     55        44        29
2011-01-03     35        15        83
2011-01-02     37        32        90
2011-01-01     51        45        75
2010-12-31     38        37        98
2010-12-30     42        17        90
2010-12-29     32        30        78
2010-12-28     56        48        86
2010-12-27     41        32        99
2010-12-26     49        31        74
2010-12-25     53        41        54
2010-12-24     60        31        26
2010-12-23     51        37        61
2010-12-22     37        40        66
2010-12-21     39        31        76
2010-12-20     42        46        52
2010-12-19     64        30        48
2010-12-18     38        47        74
2010-12-17     34        33        38
2010-12-16     59        34        87
2010-12-15     55        39        46
2010-12-14     31        22        66
2010-12-13     25        42        42
2010-12-12     36        24        66
2010-12-11     41        43        57
2010-12-10     29        36        51
2010-12-09     64        44        94
2010-12-08     40        27        31
2010-12-07     41        15        86
2010-12-06     41        34        68
2010-12-05     68        15        76
2010-12-04     53        47        26
2010-12-03     29        48        54
2010-12-02     68        21        32
2010-12-01     58        49        64
2010-11-30     63        18        84
2010-11-29     58        34        61
2010-11-28     51        39        11
2010-11-27     56        33        95
2010-11-26     60        37        85
2010-11-25     29        43        88
2010-11-24     32        48        46
2010-11-23     49        22        16
2010-11-22     31        27        23
2010-11-21     49        44        29
2010-11-20     64        43        34
2010-11-19     37        45        19
2010-11-18     45        39        77
2010-11-17     53        50        81
2010-11-16     62        49        12
2010-11-15     32        22        80
2010-11-14     37        44        96
2010-11-13     45        39        97
2010-11-12     60        33        63
2010-11-11     68        35        23
2010-11-10     67        27        55
2010-11-09     60        33        44
2010-11-08     66        19        76
2010-11-07     57        30        69
2010-11-06     55        33        73
2010-11-05     47        16        47
2010-11-04     47        39        64
2010-11-03     50        49        63
2010-11-02     40        15        92
2010-11-01     69        43        47
2010-10-31     27        24        17
2010-10-30     30        45        58
2010-10-29     55        26        39
2010-10-28     37        46        78
2010-10-27     36        22        39
2010-10-26     30        23        90
2010-10-25     39        25        46
2010-10-24     43        45        99
2010-10-23     63        25        86
2010-10-22     51        19        47
2010-10-21     59        40        54
2010-10-20     62        20        41
2010-10-19     29        35        64
2010-10-18     61        18        24
2010-10-17     44        50        18
2010-10-16     27        26        59
2010-10-15     46        49        70
2010-10-14     66        27        76
2010-10-13     32        22        60
2010-10-12     67        18        63
2010-10-11     30        34        21
2010-10-10     58        47        90
2010-10-09     48        22        53
2010-10-08     40        44        59
2010-10-07     69        44        47
2010-10-06     47        33        98
2010-10-05     38        17        69
2010-10-04     66        30        61
2010-10-03     59        15        84
2010-10-02     50        43        21
2010-10-01     46        34        55
2010-09-30     36        41        90
2010-09-29     28        40        26
2010-09-28     59        43        63
2010-09-27     69        42        89
2010-09-26     55        24        98
2010-09-25     45        46        35
2010-09-24     30        48        68
2010-09-23     55        22        41
2010-09-22     50        22        96
2010-09-21     70        35        85
2010-09-20     65        45        79
2010-09-19     41        19        85
2010-09-18     45        34        52
2010-09-17     29        28        10
2010-09-16     32        22        94
2010-09-15     52        21        74
2010-09-14     39        50        56
2010-09-13     65        33        34
2010-09-12     45        40        21
2010-09-11     30        38        78
2010-09-10     45        28        47
2010-09-09     62        27        33
2010-09-08     63        47        89
2010-09-07     63        49        48
2010-09-06     29        18        56
2010-09-05     39        34        37
2010-09-04     37        32        41
2010-09-03     35        36        78
2010-09-02     30        34        96
2010-09-01     45        49        96
2010-08-31     39        39        47
2010-08-30     58        27        57
2010-08-29     60        43        31
2010-08-28     64        15        68
2010-08-27     37        21        100
2010-08-26     62        39        69
2010-08-25     68        49        14
2010-08-24     65        43        32
2010-08-23     34        24        46
2010-08-22     25        50        29
2010-08-21     64        42        26
2010-08-20     62        45        21
2010-08-19     55        44        66
2010-08-18     61        34        32
2010-08-17     45        40        13
2010-08-16     29        35        65
2010-08-15     61        46        10
2010-08-14     59        35        65
2010-08-13     35        27        52
2010-08-12     46        38        86
2010-08-11     33        17        65
2010-08-10     68        50        100
2010-08-09     54        28        23
2010-08-08     56        43        65
2010-08-07     62        34        86
2010-08-06     32        24        64
2010-08-05     55        40        15
2010-08-04     68        39        14
2010-08-03     33        19        56
2010-08-02     52        37        36
2010-08-01     42        46        86
2010-07-31     25        15        93
2010-07-30     56        17        34
2010-07-29     33        44        20
2010-07-28     64        47        28
2010-07-27     46        16        65
2010-07-26     70        44        22
2010-07-25     26        33        49
2010-07-24     29        40        41
2010-07-23     36        32        21
2010-07-22     34        19        35
2010-07-21     37        32        30
2010-07-20     56        33        73
2010-07-19     70        42        91
2010-07-18     50        25        25
2010-07-17     25        48        45
2010-07-16     38        18        41
2010-07-15     40        20        38
2010-07-14     60        34        54
2010-07-13     26        47        64
2010-07-12     67        50        44
2010-07-11     36        18        69
2010-07-10     25        49        70
2010-07-09     68        19        57
2010-07-08     61        29        70
2010-07-07     42        32        18
2010-07-06     64        46        61
2010-07-05     32        44        81
2010-07-04     52        18        48
2010-07-03     51        26        25
2010-07-02     36        30        58
2010-07-01     57        19        46
2010-06-30     38        27        83
2010-06-29     51        33        77
2010-06-28     40        48        53
2010-06-27     40        26        32
2010-06-26     58        21        84
2010-06-25     25        27        96
2010-06-24     56        38        58
2010-06-23     50        22        79
2010-06-22     67        33        91
2010-06-21     69        15        73
2010-06-20     35        16        11
2010-06-19     57        38        28
2010-06-18     42        24        34
2010-06-17     53        35        75
2010-06-16     52        33        19
2010-06-15     48        36        94
2010-06-14     63        30        34
2010-06-13     30        21        99
2010-06-12     57        34        31
2010-06-11     68        38        53
2010-06-10     65        25        92
2010-06-09     55        24        66
2010-06-08     37        24        13
2010-06-07     27        42        64
2010-06-06     68        43        82
2010-06-05     38        30        59
2010-06-04     64        30        77
2010-06-03     57        46        51
2010-06-02     46        20        92
2010-06-01     66        37        51
2010-05-31     63        20        70
2010-05-30     48        17        25
2010-05-29     32        46        43
2010-05-28     62        50        28
2010-05-27     52        37        68
2010-05-26     56        19        69
2010-05-25     62        32        13
2010-05-24     65        41        96
2010-05-23     30        23        59
2010-05-22     35        33        66
2010-05-21     59        39        32
2010-05-20     67        41        13
2010-05-19     59        43        84
2010-05-18     34        36        19
2010-05-17     31        50        59
2010-05-16     66        38        26
2010-05-15     32        46        81
2010-05-14     67        20        57
2010-05-13     59        34        29
2010-05-12     45        44        42
2010-05-11     55        37        91
2010-05-10     51        26        76
2010-05-09     51        38        54
2010-05-08     64        49        87
2010-05-07     67        38        49
2010-05-06     47        40        73
2010-05-05     33        21        91
2010-05-04     35        27        21
2010-05-03     64        25        18
2010-05-02     43        21        41
2010-05-01     30        36        83
2010-04-30     31        47        79
